period,town_code,town_name,county_pref,county_name,is_mountain,total_pop,n_source_counties,diversity_entropy,gini_concentration,top1_src_county,top1_src_cnt,top2_src_county,top2_src_cnt,top3_src_county,top3_src_cnt
2013H1,6300009,臺北(T09),63000,臺北,0,140,13,1.8818,0.6044,臺北,60,宜蘭,20,花蓮,15
2013H1,6600020,臺中(T20),66000,臺中,0,49,8,1.1407,0.6607,臺中,34,南投,6,基隆,2
2013H1,1000412,尖石鄉,10004,新竹縣,1,7360,19,0.907,0.8848,新竹縣,5660,桃園,673,新竹市,643
2013H1,1000506,苗栗(T06),10005,苗栗,0,58,9,1.503,0.6015,苗栗,31,新竹縣,11,臺中,5
2013H1,1000406,新竹縣(T06),10004,新竹縣,0,154,11,1.6211,0.6222,新竹縣,83,新竹市,20,桃園,14
2013H1,1000401,新竹縣(T01),10004,新竹縣,0,248,13,1.5946,0.7035,新竹縣,124,新竹市,50,桃園,30
2013H1,6300012,臺北(T12),63000,臺北,0,198,13,2.0654,0.5214,臺北,71,新北,22,新竹縣,22
2013H1,1001801,新竹市(T01),10018,新竹市,0,447,16,1.7442,0.7076,新竹縣,168,新竹市,149,桃園,29
2013H1,1000403,新竹縣(T03),10004,新竹縣,0,69,9,1.67,0.5411,新竹縣,28,新竹市,15,桃園,12
2013H1,1000513,苗栗(T13),10005,苗栗,0,39,8,1.6209,0.5032,苗栗,18,臺中,6,新竹縣,5
2013H1,6500002,新北(T02),65000,新北,0,251,14,2.0728,0.5683,新北,60,臺北,49,桃園,36
2013H1,6600027,臺中(T27),66000,臺中,0,336,17,1.6941,0.7423,臺中,169,南投,65,苗栗,28
2013H1,6600023,臺中(T23),66000,臺中,0,50,10,1.7369,0.56,臺中,22,南投,9,新竹縣,6
2013H1,1000810,南投(T10),10008,南投,0,35,5,0.7558,0.64,南投,28,新竹縣,3,臺中,2
2013H1,6800013,復興區,68000,桃園,1,7077,20,0.5558,0.9113,桃園,6340,新竹縣,256,新北,131
2013H1,6600012,臺中(T12),66000,臺中,0,36,8,1.8568,0.3681,臺中,11,南投,7,宜蘭,5
2013H1,6800003,桃園(T03),68000,桃園,0,2985,19,0.7619,0.8858,桃園,2526,新竹縣,150,新北,79
2013H1,1000209,宜蘭(T09),10002,宜蘭,0,184,11,1.1009,0.7273,宜蘭,138,臺北,10,花蓮,7
2013H1,6500007,新北(T07),65000,新北,0,268,16,2.0933,0.611,新北,95,花蓮,37,桃園,30
2013H1,6500017,新北(T17),65000,新北,0,121,12,2.0788,0.4883,桃園,34,宜蘭,23,新北,18
2013H1,6500013,新北(T13),65000,新北,0,275,15,1.9773,0.625,新北,107,桃園,34,宜蘭,31
2013H1,6600029,和平區,66000,臺中,1,3557,18,0.7281,0.881,臺中,3049,南投,106,苗栗,104
2013H1,6400038,茂林區,64000,高雄,0,41,8,1.7378,0.4421,高雄,16,南投,7,苗栗,5
2013H1,1000212,大同鄉,10002,宜蘭,1,4755,19,0.6163,0.9053,宜蘭,4166,花蓮,244,桃園,81
2013H1,1000413,五峰鄉,10004,新竹縣,1,3238,17,0.6845,0.8909,新竹縣,2761,新竹市,198,桃園,121
2013H1,1001704,基隆(T04),10017,基隆,0,41,10,1.7336,0.5488,基隆,19,宜蘭,7,桃園,4
2013H1,902003,902003(T3),90200,90200,0,35,12,2.2807,0.35,新竹縣,8,桃園,5,金門,4
2013H1,1000507,苗栗(T07),10005,苗栗,0,71,9,1.3651,0.6541,臺中,37,苗栗,20,新竹縣,5
2013H1,1001512,萬榮鄉,10015,花蓮,1,194,13,0.9238,0.8033,花蓮,156,桃園,9,南投,7
2013H1,6600024,臺中(T24),66000,臺中,0,115,14,1.8751,0.613,臺中,55,南投,14,苗栗,9
2013H1,1001507,花蓮(T07),10015,花蓮,0,45,10,1.5429,0.5933,花蓮,26,臺中,4,宜蘭,4
2013H1,6600025,臺中(T25),66000,臺中,0,92,11,1.6762,0.6225,臺中,41,南投,22,桃園,8
2013H1,6800001,桃園(T01),68000,桃園,0,996,21,1.6069,0.7862,桃園,593,新竹縣,85,花蓮,64
2013H1,6800002,桃園(T02),68000,桃園,0,1601,19,1.5496,0.774,桃園,980,新竹縣,170,花蓮,75
2013H1,1000504,苗栗(T04),10005,苗栗,0,152,13,1.9239,0.5769,苗栗,66,新竹縣,17,新竹市,16
2013H1,1000801,南投(T01),10008,南投,0,98,10,1.3102,0.6816,南投,64,臺中,10,桃園,6
2013H1,1001703,基隆(T03),10017,基隆,0,36,10,1.8646,0.4944,基隆,11,宜蘭,10,臺北,4
2013H1,6600013,臺中(T13),66000,臺中,0,91,11,1.8279,0.5554,臺中,38,南投,17,苗栗,7
2013H1,1001328,屏東(T28),10013,屏東,1,30,8,1.7519,0.4333,屏東,12,桃園,5,臺中,4
2013H1,1000404,新竹縣(T04),10004,新竹縣,0,402,11,1.1352,0.7653,新竹縣,221,桃園,139,新竹市,11
2013H1,1000806,南投(T06),10008,南投,0,31,5,0.9119,0.5806,南投,23,臺中,3,桃園,2
2013H1,1000518,泰安鄉,10005,苗栗,1,3996,18,0.9461,0.8728,苗栗,2967,臺中,667,桃園,82
2013H1,1001503,花蓮(T03),10015,花蓮,0,126,12,1.1567,0.7513,花蓮,91,桃園,8,宜蘭,7
2013H1,1001504,花蓮(T04),10015,花蓮,0,326,16,1.2163,0.7968,花蓮,234,宜蘭,28,桃園,15
2013H1,1000205,宜蘭(T05),10002,宜蘭,0,64,9,1.1297,0.6875,宜蘭,46,花蓮,5,桃園,4
2013H1,1000515,苗栗(T15),10005,苗栗,0,30,7,1.5155,0.4952,苗栗,13,臺中,8,新竹縣,3
2013H1,6600005,臺中(T05),66000,臺中,0,343,16,1.5656,0.7327,臺中,203,南投,49,花蓮,16
2013H1,1000210,宜蘭(T10),10002,宜蘭,0,183,12,0.753,0.8192,宜蘭,155,桃園,7,新北,5
2013H1,6600006,臺中(T06),66000,臺中,0,365,17,1.7281,0.7239,臺中,191,南投,57,新竹縣,27
2013H1,6500029,烏來區,65000,新北,1,2417,19,1.3391,0.8388,新北,1423,臺北,523,桃園,164
2013H1,6300008,臺北(T08),63000,臺北,0,315,13,1.9054,0.6085,臺北,118,宜蘭,59,新北,42
2013H1,6400037,高雄(T37),64000,高雄,0,42,14,2.2064,0.483,桃園,11,宜蘭,10,新竹縣,4
2013H1,6600028,臺中(T28),66000,臺中,0,235,14,1.7236,0.6757,臺中,114,南投,48,花蓮,14
2013H1,6300010,臺北(T10),63000,臺北,0,330,12,1.9394,0.5328,臺北,132,桃園,37,宜蘭,32
2013H1,1000208,宜蘭(T08),10002,宜蘭,0,303,13,0.9578,0.7895,宜蘭,242,臺北,11,桃園,9
2013H1,1000802,南投(T02),10008,南投,0,1876,17,0.7889,0.8671,南投,1567,臺中,133,桃園,31
2013H1,6600026,臺中(T26),66000,臺中,0,56,9,1.5852,0.5794,臺中,23,南投,17,花蓮,5
2013H1,1000701,彰化(T01),10007,彰化,0,92,14,2.0777,0.5575,彰化,32,南投,12,臺中,11
2013H1,6800008,桃園(T08),68000,桃園,0,1064,16,1.2814,0.7767,桃園,751,新竹縣,85,花蓮,35
2013H1,6400009,高雄(T09),64000,高雄,0,53,15,2.2939,0.4755,高雄,16,花蓮,7,苗栗,6
2013H1,6600015,臺中(T15),66000,臺中,0,82,8,1.5342,0.5396,臺中,41,苗栗,11,南投,11
2013H1,1001706,基隆(T06),10017,基隆,0,108,12,1.8725,0.5741,基隆,46,新竹縣,13,宜蘭,13
2013H1,6400032,高雄(T32),64000,高雄,0,34,11,2.0907,0.4171,新竹縣,7,高雄,7,苗栗,6
2013H1,1000203,宜蘭(T03),10002,宜蘭,0,168,12,0.7819,0.8234,宜蘭,139,花蓮,13,桃園,4
2013H1,6800010,桃園(T10),68000,桃園,0,1375,19,1.2492,0.8215,桃園,971,新竹縣,149,花蓮,44
2013H1,6600017,臺中(T17),66000,臺中,0,349,16,1.4908,0.7566,臺中,211,苗栗,40,南投,39
2013H1,6400012,高雄(T12),64000,高雄,0,106,14,2.0477,0.5431,高雄,44,新竹縣,10,南投,9
2013H1,1001705,基隆(T05),10017,基隆,0,93,11,1.9625,0.4888,基隆,34,宜蘭,15,臺北,8
2013H1,6300002,臺北(T02),63000,臺北,0,141,14,2.0291,0.579,臺北,52,宜蘭,21,新北,14
2013H1,1001803,新竹市(T03),10018,新竹市,0,182,13,1.6937,0.6839,新竹市,74,新竹縣,44,桃園,27
2013H1,6400019,高雄(T19),64000,高雄,0,87,10,1.7337,0.546,高雄,41,桃園,11,花蓮,11
2013H1,6800011,桃園(T11),68000,桃園,0,53,7,1.2599,0.6092,桃園,31,新竹縣,11,花蓮,5
2013H1,6700033,臺南(T33),67000,臺南,0,43,9,1.882,0.4289,臺南,15,花蓮,8,桃園,5
2013H1,6700031,臺南(T31),67000,臺南,0,112,14,2.0322,0.574,臺南,43,南投,16,桃園,14
2013H1,6400008,高雄(T08),64000,高雄,0,31,9,1.9324,0.4014,高雄,9,宜蘭,6,南投,5
2013H1,1000501,苗栗(T01),10005,苗栗,0,453,14,0.9199,0.8267,苗栗,362,臺中,24,新竹縣,20
2013H1,6700032,臺南(T32),67000,臺南,0,74,13,2.1485,0.4574,臺南,27,臺中,8,宜蘭,6
2013H1,6400004,高雄(T04),64000,高雄,0,151,13,1.9415,0.5787,高雄,60,宜蘭,18,花蓮,18
2013H1,6800005,桃園(T05),68000,桃園,0,386,15,1.767,0.6777,桃園,197,花蓮,41,宜蘭,39
2013H1,6500014,新北(T14),65000,新北,0,178,12,2.0228,0.5234,新北,55,臺北,34,宜蘭,24
2013H1,1000812,信義鄉,10008,南投,1,118,9,1.5756,0.5537,南投,63,新竹縣,13,臺中,11
2013H1,6800006,桃園(T06),68000,桃園,0,173,14,1.6848,0.6883,桃園,90,新竹縣,26,花蓮,16
2013H1,1000813,仁愛鄉,10008,南投,1,3761,19,0.5842,0.903,南投,3330,臺中,206,桃園,39
2013H1,1000201,宜蘭(T01),10002,宜蘭,0,716,14,0.8228,0.8346,宜蘭,595,桃園,28,臺北,21
2013H1,6600001,臺中(T01),66000,臺中,0,41,8,1.2578,0.6372,臺中,24,南投,10,桃園,2
2013H1,6600008,臺中(T08),66000,臺中,0,715,15,1.319,0.7808,臺中,461,南投,118,苗栗,23
2013H1,6600004,臺中(T04),66000,臺中,0,106,15,1.9936,0.5987,臺中,46,南投,13,苗栗,11
2013H1,6600010,臺中(T10),66000,臺中,0,432,15,1.1558,0.8065,臺中,310,苗栗,44,南投,28
2013H1,1000207,宜蘭(T07),10002,宜蘭,0,176,8,0.5781,0.7884,宜蘭,155,花蓮,6,桃園,4
2013H1,1001509,花蓮(T09),10015,花蓮,0,86,11,1.1146,0.7273,花蓮,64,桃園,5,臺北,4
2013H1,1002002,嘉義市(T02),10020,嘉義市,0,31,11,2.021,0.4575,嘉義市,10,桃園,5,花蓮,5
2013H1,1000723,彰化(T23),10007,彰化,0,35,6,1.4535,0.4429,臺中,14,彰化,10,苗栗,5
2013H1,1002001,嘉義市(T01),10020,嘉義市,0,32,11,1.8818,0.5114,嘉義市,13,新竹縣,6,宜蘭,3
2013H1,6500001,新北(T01),65000,新北,0,405,16,2.1012,0.6128,新北,129,臺北,55,宜蘭,54
2013H1,1001702,基隆(T02),10017,基隆,0,80,14,2.3109,0.4429,基隆,16,花蓮,12,桃園,10
2013H1,6500004,新北(T04),65000,新北,0,170,14,2.1436,0.5361,新北,52,臺北,24,宜蘭,22
2013H1,6800012,桃園(T12),68000,桃園,0,258,12,1.3562,0.7461,桃園,150,新竹縣,53,花蓮,21
2013H1,1000913,雲林(T13),10009,雲林,0,35,10,2.1489,0.3057,花蓮,8,臺中,6,宜蘭,4
2013H1,6800004,桃園(T04),68000,桃園,0,680,18,1.5779,0.7752,桃園,386,新竹縣,103,宜蘭,53
2013H1,6300004,臺北(T04),63000,臺北,0,258,14,2.1284,0.5393,臺北,67,宜蘭,60,臺中,27
2013H1,1000512,苗栗(T12),10005,苗栗,0,35,6,1.0185,0.6143,苗栗,25,新竹縣,4,臺中,2
2013H1,6400002,高雄(T02),64000,高雄,0,56,12,1.9251,0.5208,高雄,25,宜蘭,5,桃園,5
2013H1,6500015,新北(T15),65000,新北,0,170,10,1.9246,0.4659,新北,55,臺北,27,桃園,24
2013H1,1000901,雲林(T01),10009,雲林,0,34,12,2.0294,0.4853,雲林,12,臺中,7,新竹縣,3
2013H1,6500005,新北(T05),65000,新北,0,388,17,2.1603,0.6113,新北,116,臺北,56,花蓮,44
2013H1,6800009,桃園(T09),68000,桃園,0,1139,16,1.3517,0.7958,桃園,709,新竹縣,203,花蓮,47
2013H1,6500006,新北(T06),65000,新北,0,549,15,2.0266,0.6145,新北,159,宜蘭,108,臺北,92
2013H1,6600018,臺中(T18),66000,臺中,0,166,17,1.818,0.6938,臺中,85,南投,20,苗栗,14
2013H1,6600003,臺中(T03),66000,臺中,0,139,13,1.6662,0.6729,臺中,62,南投,38,苗栗,8
2013H1,6400014,高雄(T14),64000,高雄,0,57,11,2.0278,0.453,高雄,20,花蓮,8,新竹縣,6
2013H1,1001301,屏東(T01),10013,屏東,0,90,16,2.2245,0.5569,屏東,27,桃園,14,南投,12
2013H1,1000509,苗栗(T09),10005,苗栗,0,100,12,1.3337,0.71,苗栗,67,新竹縣,9,臺中,6
2013H1,1001506,花蓮(T06),10015,花蓮,0,123,8,1.0021,0.7205,花蓮,89,宜蘭,13,桃園,11
2013H1,6300001,臺北(T01),63000,臺北,0,122,12,1.9183,0.556,臺北,48,宜蘭,23,新竹縣,12
2013H1,1000803,南投(T03),10008,南投,0,113,15,1.6544,0.6985,南投,61,臺中,20,花蓮,8
2013H1,1001404,臺東(T04),10014,臺東,0,47,11,2.0424,0.4565,臺東,15,新竹縣,8,宜蘭,5
2013H1,6600014,臺中(T14),66000,臺中,0,69,10,1.7685,0.5522,臺中,26,花蓮,13,南投,13
2013H1,6500003,新北(T03),65000,新北,0,415,16,2.1533,0.5941,新北,98,宜蘭,73,臺北,66
2013H1,1001511,秀林鄉,10015,花蓮,1,380,14,1.2333,0.7793,花蓮,263,宜蘭,45,桃園,19
2013H1,1000510,苗栗(T10),10005,苗栗,0,81,8,1.2693,0.6497,苗栗,49,臺中,13,新竹縣,10
2013H1,6500016,新北(T16),65000,新北,0,124,14,1.9516,0.6094,桃園,41,新北,34,新竹縣,11
2013H1,1000508,苗栗(T08),10005,苗栗,0,173,12,1.1916,0.749,苗栗,123,臺中,14,桃園,11
2013H1,1001707,基隆(T07),10017,基隆,0,90,13,1.9021,0.5829,基隆,39,宜蘭,16,桃園,7
2013H1,6400011,高雄(T11),64000,高雄,0,86,13,2.1991,0.458,高雄,26,桃園,13,南投,10
2013H1,6600002,臺中(T02),66000,臺中,0,121,15,1.6187,0.6975,臺中,70,南投,16,苗栗,7
2013H1,6500021,新北(T21),65000,新北,0,30,8,1.7765,0.425,新北,11,宜蘭,6,桃園,4
2013H1,1001502,花蓮(T02),10015,花蓮,0,72,12,1.2279,0.7014,花蓮,52,桃園,3,臺北,3
2013H1,6500009,新北(T09),65000,新北,0,257,10,1.9044,0.4829,新北,87,桃園,48,宜蘭,38
2013H1,6300005,臺北(T05),63000,臺北,0,99,10,1.977,0.4273,臺北,34,宜蘭,15,新竹縣,12
2013H1,6400003,高雄(T03),64000,高雄,0,186,17,2.259,0.5705,高雄,56,宜蘭,30,桃園,19
2013H1,6600019,臺中(T19),66000,臺中,0,99,9,1.4277,0.642,臺中,54,花蓮,17,南投,12
2013H1,1000202,宜蘭(T02),10002,宜蘭,0,796,14,0.8096,0.8324,宜蘭,666,新北,25,臺北,20
2013H1,6500023,新北(T23),65000,新北,0,78,12,2.2546,0.3611,新北,12,苗栗,12,南投,11
2013H1,6500010,新北(T10),65000,新北,0,174,13,2.1312,0.4987,新北,38,臺北,32,宜蘭,27
2013H1,1000402,新竹縣(T02),10004,新竹縣,0,3228,19,1.1869,0.8462,新竹縣,2238,新竹市,440,桃園,216
2013H1,6400005,高雄(T05),64000,高雄,0,78,13,2.1099,0.4773,高雄,29,桃園,8,南投,8
2013H1,1000405,新竹縣(T05),10004,新竹縣,0,387,15,1.5141,0.7559,新竹縣,217,桃園,52,新竹市,50
2013H1,6300011,臺北(T11),63000,臺北,0,204,13,1.9653,0.5551,臺北,84,桃園,21,新竹縣,19
2013H1,1000407,新竹縣(T07),10004,新竹縣,0,106,10,1.1759,0.7283,新竹縣,69,新竹市,21,桃園,5
2013H1,1000511,苗栗(T11),10005,苗栗,0,543,13,0.916,0.8146,苗栗,433,新竹縣,38,桃園,19
2013H1,1001401,臺東(T01),10014,臺東,0,197,11,1.8032,0.5427,臺東,94,宜蘭,21,花蓮,18
2013H1,1000408,新竹縣(T08),10004,新竹縣,0,195,11,1.1066,0.7646,新竹縣,137,桃園,28,新竹市,11
2013H1,6300006,臺北(T06),63000,臺北,0,112,12,2.0978,0.4688,臺北,35,新竹縣,15,桃園,14
2013H1,6500011,新北(T11),65000,新北,0,235,12,2.0343,0.5082,臺北,73,新北,42,宜蘭,31
2013H1,6300003,臺北(T03),63000,臺北,0,224,14,2.0351,0.5682,臺北,84,宜蘭,32,桃園,20
2013H1,1001513,卓溪鄉,10015,花蓮,1,192,9,0.9184,0.7419,花蓮,151,桃園,11,新北,8
2013H1,1001505,花蓮(T05),10015,花蓮,0,540,16,1.1603,0.8,花蓮,401,宜蘭,35,桃園,22
2013H1,1001802,新竹市(T02),10018,新竹市,0,413,13,1.7021,0.6687,新竹市,144,新竹縣,142,桃園,43
2013H1,6700035,臺南(T35),67000,臺南,0,46,11,1.9197,0.498,臺南,19,苗栗,5,桃園,5
2013H1,6300007,臺北(T07),63000,臺北,0,182,14,2.2166,0.4937,臺北,49,桃園,25,宜蘭,21
2013H1,1001501,花蓮(T01),10015,花蓮,0,571,15,1.2965,0.7818,花蓮,380,宜蘭,82,桃園,23
2013H1,6600007,臺中(T07),66000,臺中,0,173,14,1.7693,0.6709,臺中,82,南投,27,苗栗,19
2013H1,1000211,南澳鄉,10002,宜蘭,1,4358,18,0.586,0.8959,宜蘭,3885,桃園,133,新北,72
2013H1,6500008,新北(T08),65000,新北,0,247,15,1.8673,0.6737,桃園,92,新北,59,花蓮,29
2013H1,1000710,彰化(T10),10007,彰化,0,33,10,2.037,0.3909,彰化,10,臺中,6,南投,4
2013H1,1000505,苗栗(T05),10005,苗栗,0,298,15,1.5759,0.7248,苗栗,173,新竹縣,39,新竹市,21
2013H1,1000804,南投(T04),10008,南投,0,40,10,1.7251,0.55,南投,18,臺中,8,花蓮,3
2013H1,6600009,臺中(T09),66000,臺中,0,388,17,1.3399,0.7947,臺中,261,苗栗,38,南投,23
2013H1,6600016,臺中(T16),66000,臺中,0,87,11,1.6749,0.6102,臺中,44,南投,11,苗栗,9
2013H1,1000903,雲林(T03),10009,雲林,0,30,8,1.6158,0.4917,雲林,11,花蓮,10,高雄,2
2013H1,1000206,宜蘭(T06),10002,宜蘭,0,57,7,0.9828,0.6867,宜蘭,41,花蓮,8,新北,4
2013H1,1000410,新竹縣(T10),10004,新竹縣,0,42,8,1.4258,0.5893,新竹縣,22,新竹市,10,苗栗,3
2013H1,6800007,桃園(T07),68000,桃園,0,510,17,1.7876,0.7103,桃園,255,宜蘭,50,花蓮,46
2013H1,1001701,基隆(T01),10017,基隆,0,119,11,1.7249,0.5882,基隆,58,宜蘭,18,桃園,13
2013H2,6300009,臺北(T09),63000,臺北,0,148,13,1.9486,0.5748,臺北,61,宜蘭,19,花蓮,17
2013H2,6600020,臺中(T20),66000,臺中,0,46,7,1.0263,0.6646,臺中,33,南投,6,花蓮,2
2013H2,1000412,尖石鄉,10004,新竹縣,1,7361,19,0.9198,0.8835,新竹縣,5619,桃園,687,新竹市,671
2013H2,1000506,苗栗(T06),10005,苗栗,0,55,10,1.5303,0.6273,苗栗,29,新竹縣,11,臺中,5
2013H2,1000406,新竹縣(T06),10004,新竹縣,0,164,12,1.6483,0.6362,新竹縣,89,新竹市,21,桃園,14
2013H2,1000401,新竹縣(T01),10004,新竹縣,0,243,14,1.6557,0.7046,新竹縣,118,新竹市,49,桃園,30
2013H2,6300012,臺北(T12),63000,臺北,0,207,13,2.0752,0.518,臺北,73,新北,25,新竹縣,22
2013H2,1001801,新竹市(T01),10018,新竹市,0,443,16,1.7373,0.7115,新竹縣,162,新竹市,152,桃園,31
2013H2,1000403,新竹縣(T03),10004,新竹縣,0,67,9,1.7029,0.524,新竹縣,25,新竹市,15,桃園,13
2013H2,1000513,苗栗(T13),10005,苗栗,0,37,8,1.6352,0.4899,苗栗,17,臺中,5,新竹縣,5
2013H2,6500002,新北(T02),65000,新北,0,263,14,2.0748,0.569,新北,64,臺北,52,桃園,38
2013H2,6600027,臺中(T27),66000,臺中,0,349,16,1.6977,0.7258,臺中,178,南投,60,苗栗,31
2013H2,6600023,臺中(T23),66000,臺中,0,46,10,1.8041,0.513,臺中,20,南投,7,新竹縣,6
2013H2,1000809,南投(T09),10008,南投,0,30,3,0.5627,0.5111,南投,25,臺中,3,新竹縣,2
2013H2,6800013,復興區,68000,桃園,1,7053,20,0.5571,0.9114,桃園,6316,新竹縣,254,新北,134
2013H2,6600012,臺中(T12),66000,臺中,0,35,8,1.8508,0.375,臺中,11,南投,7,花蓮,5
2013H2,6800003,桃園(T03),68000,桃園,0,3000,19,0.7505,0.8872,桃園,2547,新竹縣,148,新北,76
2013H2,1000209,宜蘭(T09),10002,宜蘭,0,189,11,1.134,0.7167,宜蘭,140,臺北,9,花蓮,9
2013H2,6500007,新北(T07),65000,新北,0,280,16,2.0832,0.6138,新北,100,花蓮,37,桃園,31
2013H2,6500017,新北(T17),65000,新北,0,141,12,2.1446,0.4498,桃園,35,宜蘭,27,新北,22
2013H2,6500013,新北(T13),65000,新北,0,289,14,1.964,0.6028,新北,112,桃園,38,宜蘭,30
2013H2,6600029,和平區,66000,臺中,1,3556,18,0.7181,0.8824,臺中,3056,南投,105,苗栗,102
2013H2,6400038,茂林區,64000,高雄,0,41,8,1.715,0.4482,高雄,17,桃園,6,苗栗,5
2013H2,1000212,大同鄉,10002,宜蘭,1,4741,19,0.6246,0.9043,宜蘭,4145,花蓮,246,桃園,84
2013H2,1000413,五峰鄉,10004,新竹縣,1,3208,17,0.6831,0.8912,新竹縣,2734,新竹市,203,桃園,119
2013H2,1001704,基隆(T04),10017,基隆,0,46,11,1.8275,0.5494,基隆,20,宜蘭,8,桃園,5
2013H2,902003,902003(T3),90200,90200,0,38,12,2.2882,0.3465,臺中,8,桃園,5,新竹縣,5
2013H2,1000507,苗栗(T07),10005,苗栗,0,69,9,1.3854,0.6473,臺中,35,苗栗,20,新竹縣,5
2013H2,1001512,萬榮鄉,10015,花蓮,1,193,12,0.9341,0.7889,花蓮,154,桃園,9,南投,7
2013H2,6600024,臺中(T24),66000,臺中,0,130,15,1.8484,0.6379,臺中,65,南投,16,苗栗,8
2013H2,1001507,花蓮(T07),10015,花蓮,0,47,10,1.666,0.5383,花蓮,25,臺中,4,宜蘭,4
2013H2,6600025,臺中(T25),66000,臺中,0,89,11,1.6537,0.6313,臺中,40,南投,22,桃園,8
2013H2,6800001,桃園(T01),68000,桃園,0,1041,21,1.5907,0.7892,桃園,625,新竹縣,87,花蓮,68
2013H2,6800002,桃園(T02),68000,桃園,0,1653,19,1.5398,0.7733,桃園,1022,新竹縣,166,花蓮,74
2013H2,1000504,苗栗(T04),10005,苗栗,0,157,14,1.941,0.6019,苗栗,68,新竹市,19,新竹縣,15
2013H2,1000801,南投(T01),10008,南投,0,98,10,1.3102,0.6816,南投,64,臺中,10,桃園,6
2013H2,1001703,基隆(T03),10017,基隆,0,35,9,1.7286,0.5079,基隆,12,宜蘭,10,臺北,4
2013H2,6600021,臺中(T21),66000,臺中,0,31,9,1.7967,0.4659,臺中,13,苗栗,5,花蓮,3
2013H2,6600013,臺中(T13),66000,臺中,0,88,10,1.7997,0.5273,臺中,35,南投,19,苗栗,7
2013H2,1000404,新竹縣(T04),10004,新竹縣,0,406,12,1.148,0.7808,新竹縣,221,桃園,142,新竹市,12
2013H2,1000806,南投(T06),10008,南投,0,31,5,0.972,0.5677,南投,22,臺中,4,花蓮,2
2013H2,1000518,泰安鄉,10005,苗栗,1,3977,18,0.9485,0.8731,苗栗,2946,臺中,669,桃園,81
2013H2,1001503,花蓮(T03),10015,花蓮,0,126,12,1.2622,0.7275,花蓮,87,新北,8,宜蘭,8
2013H2,1001504,花蓮(T04),10015,花蓮,0,329,14,1.1536,0.7875,花蓮,239,宜蘭,32,桃園,14
2013H2,1000515,苗栗(T15),10005,苗栗,0,31,7,1.4929,0.5069,苗栗,14,臺中,8,新竹縣,3
2013H2,1000205,宜蘭(T05),10002,宜蘭,0,66,9,1.0523,0.7104,宜蘭,49,花蓮,5,桃園,4
2013H2,6600005,臺中(T05),66000,臺中,0,354,16,1.649,0.7129,臺中,200,南投,50,花蓮,16
2013H2,1000210,宜蘭(T10),10002,宜蘭,0,189,12,0.7838,0.8188,宜蘭,158,桃園,9,新北,6
2013H2,6600006,臺中(T06),66000,臺中,0,358,17,1.7266,0.7253,臺中,187,南投,55,新竹縣,28
2013H2,1001403,臺東(T03),10014,臺東,0,30,7,1.6192,0.4286,臺東,13,花蓮,6,桃園,3
2013H2,6500029,烏來區,65000,新北,1,2420,19,1.3391,0.8387,新北,1428,臺北,518,桃園,162
2013H2,6300008,臺北(T08),63000,臺北,0,328,13,1.8879,0.6149,臺北,125,宜蘭,64,新北,43
2013H2,6400037,高雄(T37),64000,高雄,0,39,13,2.0685,0.5049,桃園,12,宜蘭,10,高雄,3
2013H2,6600028,臺中(T28),66000,臺中,0,246,14,1.7093,0.6789,臺中,121,南投,50,花蓮,15
2013H2,6300010,臺北(T10),63000,臺北,0,335,12,1.961,0.5251,臺北,130,新北,36,桃園,35
2013H2,1000208,宜蘭(T08),10002,宜蘭,0,308,13,0.9103,0.7972,宜蘭,250,臺北,9,桃園,9
2013H2,1000802,南投(T02),10008,南投,0,1883,18,0.8212,0.8692,南投,1559,臺中,138,桃園,32
2013H2,6600026,臺中(T26),66000,臺中,0,55,11,1.7741,0.5818,臺中,21,南投,15,花蓮,5
2013H2,1000701,彰化(T01),10007,彰化,0,93,14,2.0819,0.5538,彰化,33,臺中,11,南投,11
2013H2,6800008,桃園(T08),68000,桃園,0,1072,16,1.2823,0.7807,桃園,753,新竹縣,90,宜蘭,38
2013H2,6400009,高雄(T09),64000,高雄,0,58,14,2.3181,0.4212,高雄,16,花蓮,7,苗栗,6
2013H2,6600015,臺中(T15),66000,臺中,0,86,8,1.5354,0.5349,臺中,43,苗栗,12,花蓮,9
2013H2,1001706,基隆(T06),10017,基隆,0,114,12,1.8979,0.5658,基隆,47,宜蘭,15,臺北,14
2013H2,6400032,高雄(T32),64000,高雄,0,34,11,2.0815,0.4278,高雄,8,新竹縣,7,桃園,5
2013H2,1000203,宜蘭(T03),10002,宜蘭,0,166,11,0.7025,0.8182,宜蘭,142,花蓮,8,桃園,4
2013H2,6800010,桃園(T10),68000,桃園,0,1364,19,1.2613,0.8205,桃園,956,新竹縣,153,花蓮,46
2013H2,6600017,臺中(T17),66000,臺中,0,360,16,1.5021,0.7545,臺中,218,苗栗,40,南投,38
2013H2,6400012,高雄(T12),64000,高雄,0,106,13,2.0059,0.5298,高雄,44,桃園,10,新竹縣,9
2013H2,1001705,基隆(T05),10017,基隆,0,95,11,1.8831,0.5263,基隆,38,宜蘭,15,臺北,8
2013H2,6300002,臺北(T02),63000,臺北,0,137,14,2.003,0.5876,臺北,53,宜蘭,17,新北,16
2013H2,1001803,新竹市(T03),10018,新竹市,0,178,13,1.7306,0.6724,新竹市,69,新竹縣,45,桃園,26
