period,town_code,town_name,county_pref,county_name,is_mountain,total_pop,n_source_counties,diversity_entropy,gini_concentration,top1_src_county,top1_src_cnt,top2_src_county,top2_src_cnt,top3_src_county,top3_src_cnt
2014H2,1000202,宜蘭(T02),10002,宜蘭,0,775,17,0.8319,0.8569,宜蘭,645,新北,24,桃園,19
2014H2,6500023,新北(T23),65000,新北,0,79,12,2.2606,0.3492,苗栗,12,桃園,11,新北,11
2014H2,6500010,新北(T10),65000,新北,0,193,13,2.1392,0.4839,新北,43,臺北,41,宜蘭,22
2014H2,1000405,新竹縣(T05),10004,新竹縣,0,387,15,1.5057,0.7576,新竹縣,218,新竹市,53,桃園,50
2014H2,6400005,高雄(T05),64000,高雄,0,95,14,2.1073,0.5406,高雄,33,桃園,14,宜蘭,12
2014H2,1000402,新竹縣(T02),10004,新竹縣,0,3051,19,1.1861,0.8494,新竹縣,2090,新竹市,452,桃園,206
2014H2,6300011,臺北(T11),63000,臺北,0,226,14,1.9809,0.5809,臺北,94,新竹縣,22,桃園,22
2014H2,1000407,新竹縣(T07),10004,新竹縣,0,117,10,1.265,0.7034,新竹縣,73,新竹市,23,桃園,7
2014H2,1000511,苗栗(T11),10005,苗栗,0,538,13,0.8683,0.8241,苗栗,435,新竹縣,37,桃園,21
2014H2,1001401,臺東(T01),10014,臺東,0,210,11,1.7739,0.5429,臺東,104,宜蘭,18,花蓮,18
2014H2,1000408,新竹縣(T08),10004,新竹縣,0,180,10,1.0925,0.7511,新竹縣,127,桃園,23,新竹市,13
2014H2,6300006,臺北(T06),63000,臺北,0,127,12,2.0101,0.5177,臺北,45,宜蘭,18,新竹縣,18
2014H2,6500011,新北(T11),65000,新北,0,255,13,2.0719,0.5394,臺北,71,新北,50,宜蘭,38
2014H2,6300003,臺北(T03),63000,臺北,0,220,15,2.0622,0.583,臺北,83,宜蘭,25,桃園,22
2014H2,1001513,卓溪鄉,10015,花蓮,1,181,9,0.9298,0.7354,花蓮,142,桃園,9,新北,8
2014H2,1001505,花蓮(T05),10015,花蓮,0,528,16,1.2238,0.7924,花蓮,381,宜蘭,33,桃園,27
2014H2,1001802,新竹市(T02),10018,新竹市,0,447,14,1.7365,0.6815,新竹縣,155,新竹市,151,桃園,43
2014H2,6700035,臺南(T35),67000,臺南,0,51,10,1.9098,0.4529,臺南,20,宜蘭,6,臺中,5
2014H2,6300007,臺北(T07),63000,臺北,0,185,14,2.1537,0.5263,臺北,56,桃園,25,新北,24
2014H2,1001501,花蓮(T01),10015,花蓮,0,543,16,1.299,0.7939,花蓮,365,宜蘭,71,桃園,25
2014H2,1000703,彰化(T03),10007,彰化,0,31,13,2.0783,0.4715,彰化,12,苗栗,5,新竹縣,2
2014H2,6600007,臺中(T07),66000,臺中,0,177,16,1.8315,0.6727,臺中,88,南投,25,苗栗,12
2014H2,1000211,南澳鄉,10002,宜蘭,1,4540,18,0.5964,0.8946,宜蘭,4037,桃園,141,新北,75
2014H2,6500008,新北(T08),65000,新北,0,252,14,1.9388,0.6219,桃園,85,新北,65,花蓮,28
2014H2,1000710,彰化(T10),10007,彰化,0,41,10,1.8519,0.4951,彰化,17,臺中,6,南投,5
2014H2,1000505,苗栗(T05),10005,苗栗,0,301,14,1.6239,0.6951,苗栗,169,新竹縣,34,新竹市,27
2014H2,1000804,南投(T04),10008,南投,0,45,9,1.7013,0.5284,南投,19,臺中,10,臺北,4
2014H2,6600009,臺中(T09),66000,臺中,0,392,17,1.3265,0.7974,臺中,264,苗栗,41,南投,25
2014H2,6600016,臺中(T16),66000,臺中,0,81,11,1.6557,0.6128,臺中,42,南投,11,苗栗,8
2014H2,1000903,雲林(T03),10009,雲林,0,35,9,1.7851,0.4698,雲林,13,花蓮,9,高雄,3
2014H2,1000206,宜蘭(T06),10002,宜蘭,0,58,7,1.0439,0.665,宜蘭,41,花蓮,8,新北,3
2014H2,1000410,新竹縣(T10),10004,新竹縣,0,47,10,1.7866,0.517,新竹縣,20,新竹市,10,宜蘭,3
2014H2,6800007,桃園(T07),68000,桃園,0,516,16,1.754,0.7025,桃園,264,宜蘭,51,新北,49
2014H2,1001701,基隆(T01),10017,基隆,0,120,10,1.5923,0.5983,基隆,64,宜蘭,18,桃園,9
2015H1,6300009,臺北(T09),63000,臺北,0,153,13,1.9273,0.5852,臺北,64,宜蘭,22,花蓮,17
2015H1,6600020,臺中(T20),66000,臺中,0,32,5,0.8656,0.6125,臺中,24,南投,4,花蓮,2
2015H1,1000412,尖石鄉,10004,新竹縣,1,7720,19,0.9507,0.881,新竹縣,5776,桃園,776,新竹市,768
2015H1,1000506,苗栗(T06),10005,苗栗,0,61,10,1.58,0.6115,苗栗,32,新竹縣,10,桃園,6
2015H1,1000406,新竹縣(T06),10004,新竹縣,0,172,12,1.665,0.6289,新竹縣,92,新竹市,21,桃園,18
2015H1,1000401,新竹縣(T01),10004,新竹縣,0,257,14,1.6537,0.7062,新竹縣,124,新竹市,54,桃園,30
2015H1,6300012,臺北(T12),63000,臺北,0,215,14,2.0865,0.5518,臺北,76,新北,28,新竹縣,24
2015H1,1001801,新竹市(T01),10018,新竹市,0,476,17,1.6996,0.7373,新竹市,182,新竹縣,164,桃園,31
2015H1,1000403,新竹縣(T03),10004,新竹縣,0,76,8,1.4773,0.5724,新竹縣,37,桃園,14,新竹市,14
2015H1,1000513,苗栗(T13),10005,苗栗,0,36,8,1.5612,0.5278,苗栗,18,臺中,5,新竹縣,5
2015H1,6500002,新北(T02),65000,新北,0,261,15,2.0367,0.614,新北,75,臺北,52,桃園,34
2015H1,6600027,臺中(T27),66000,臺中,0,348,16,1.6812,0.7274,臺中,180,南投,62,苗栗,23
2015H1,6600023,臺中(T23),66000,臺中,0,56,9,1.5993,0.5556,臺中,29,新竹縣,8,南投,5
2015H1,1000809,南投(T09),10008,南投,0,30,3,0.4677,0.5556,南投,26,臺中,3,花蓮,1
2015H1,6800013,復興區,68000,桃園,0,7253,20,0.5624,0.9108,桃園,6485,新竹縣,272,新北,135
2015H1,6600012,臺中(T12),66000,臺中,0,35,9,1.8735,0.4381,臺中,11,南投,7,宜蘭,5
2015H1,6800003,桃園(T03),68000,桃園,0,2914,19,0.7502,0.8843,桃園,2483,新竹縣,124,新北,80
2015H1,1000209,宜蘭(T09),10002,宜蘭,0,193,12,1.1405,0.7414,宜蘭,143,花蓮,11,臺北,8
2015H1,6500007,新北(T07),65000,新北,0,286,14,1.9632,0.6009,新北,113,桃園,33,宜蘭,31
2015H1,6500017,新北(T17),65000,新北,0,141,12,2.1043,0.4746,桃園,41,新北,21,宜蘭,21
2015H1,6500013,新北(T13),65000,新北,0,322,14,1.9035,0.6282,新北,130,桃園,43,宜蘭,39
2015H1,6600029,和平區,66000,臺中,1,3680,19,0.7179,0.8885,臺中,3163,苗栗,109,南投,108
2015H1,6400038,茂林區,64000,高雄,0,44,9,1.9276,0.399,高雄,13,桃園,9,宜蘭,5
2015H1,1000212,大同鄉,10002,宜蘭,1,4915,18,0.6459,0.896,宜蘭,4276,花蓮,250,桃園,88
2015H1,1000413,五峰鄉,10004,新竹縣,1,3361,20,0.7379,0.9017,新竹縣,2814,新竹市,251,桃園,121
2015H1,1001704,基隆(T04),10017,基隆,0,41,10,1.7125,0.5585,基隆,19,宜蘭,7,新竹縣,4
2015H1,902003,902003(T3),90200,90200,0,36,12,2.2747,0.3565,臺中,8,桃園,5,新竹縣,5
2015H1,6700034,臺南(T34),67000,臺南,0,30,12,2.1616,0.4222,臺南,9,花蓮,5,新北,3
2015H1,1000507,苗栗(T07),10005,苗栗,0,76,8,1.2797,0.6447,臺中,40,苗栗,23,新竹縣,5
2015H1,1001512,萬榮鄉,10015,花蓮,1,202,12,1.0812,0.769,花蓮,151,宜蘭,11,桃園,11
2015H1,6600024,臺中(T24),66000,臺中,0,122,14,1.8109,0.6382,臺中,60,南投,16,彰化,8
2015H1,1001507,花蓮(T07),10015,花蓮,0,52,10,1.6905,0.5308,花蓮,27,臺中,5,新竹縣,5
2015H1,6600025,臺中(T25),66000,臺中,0,92,10,1.4394,0.6717,臺中,47,南投,24,桃園,7
2015H1,6800001,桃園(T01),68000,桃園,0,1032,22,1.6192,0.7851,桃園,625,新竹縣,74,花蓮,57
2015H1,6800002,桃園(T02),68000,桃園,0,1701,19,1.5113,0.779,桃園,1068,新竹縣,158,花蓮,80
2015H1,1000504,苗栗(T04),10005,苗栗,0,172,15,1.9149,0.6326,苗栗,78,新竹市,19,新竹縣,17
2015H1,1001703,基隆(T03),10017,基隆,0,38,9,1.7801,0.4912,基隆,14,宜蘭,9,臺北,4
2015H1,6600021,臺中(T21),66000,臺中,0,32,9,1.6956,0.5139,臺中,15,苗栗,5,花蓮,3
2015H1,1000801,南投(T01),10008,南投,0,93,9,1.2356,0.6762,南投,62,臺中,9,花蓮,7
2015H1,6600013,臺中(T13),66000,臺中,0,98,13,1.9145,0.5824,臺中,42,南投,16,苗栗,7
2015H1,1001328,屏東(T28),10013,屏東,1,30,7,1.6716,0.3714,屏東,13,臺中,4,桃園,4
2015H1,1000404,新竹縣(T04),10004,新竹縣,0,396,10,1.113,0.747,新竹縣,215,桃園,142,新竹市,10
2015H1,1000806,南投(T06),10008,南投,0,32,8,1.3604,0.5703,南投,20,臺中,3,花蓮,2
2015H1,1000518,泰安鄉,10005,苗栗,1,4129,19,0.9759,0.8758,苗栗,3015,臺中,727,桃園,90
2015H1,1001503,花蓮(T03),10015,花蓮,0,115,11,1.1016,0.751,花蓮,84,桃園,8,宜蘭,8
2015H1,1001504,花蓮(T04),10015,花蓮,0,315,14,1.109,0.7989,花蓮,231,宜蘭,34,桃園,10
2015H1,1000205,宜蘭(T05),10002,宜蘭,0,66,8,0.8837,0.7273,宜蘭,52,花蓮,5,桃園,3
2015H1,1000515,苗栗(T15),10005,苗栗,0,39,9,1.6408,0.5527,苗栗,18,臺中,8,南投,4
2015H1,6600005,臺中(T05),66000,臺中,0,305,16,1.7193,0.6961,臺中,165,南投,43,花蓮,15
2015H1,1000210,宜蘭(T10),10002,宜蘭,0,246,12,0.7445,0.8266,宜蘭,208,桃園,10,新北,10
2015H1,6600006,臺中(T06),66000,臺中,0,355,17,1.754,0.7132,臺中,184,南投,57,新竹縣,24
2015H1,6500029,烏來區,65000,新北,1,2504,19,1.353,0.835,新北,1473,臺北,539,桃園,170
2015H1,6300008,臺北(T08),63000,臺北,0,329,15,1.9446,0.6428,臺北,123,宜蘭,67,新北,45
2015H1,6400037,高雄(T37),64000,高雄,0,42,13,2.0722,0.4945,宜蘭,13,桃園,11,高雄,3
2015H1,6600028,臺中(T28),66000,臺中,0,224,13,1.6536,0.6676,臺中,115,南投,44,新竹縣,12
2015H1,6300010,臺北(T10),63000,臺北,0,333,12,1.9256,0.5413,臺北,133,新北,38,宜蘭,34
2015H1,1000208,宜蘭(T08),10002,宜蘭,0,294,13,0.9641,0.7839,宜蘭,235,桃園,10,花蓮,9
2015H1,1000802,南投(T02),10008,南投,0,1652,18,0.8422,0.8684,南投,1359,臺中,119,桃園,37
2015H1,1000701,彰化(T01),10007,彰化,0,87,12,1.8712,0.5738,彰化,37,南投,11,臺中,10
2015H1,6600026,臺中(T26),66000,臺中,0,52,11,1.7715,0.5594,臺中,24,南投,10,花蓮,3
2015H1,6800008,桃園(T08),68000,桃園,0,1067,18,1.263,0.8077,桃園,758,新竹縣,85,新北,37
2015H1,6400009,高雄(T09),64000,高雄,0,58,14,2.2667,0.4335,高雄,19,苗栗,6,新竹縣,5
2015H1,6600015,臺中(T15),66000,臺中,0,93,10,1.5972,0.614,臺中,46,苗栗,14,南投,11
2015H1,1001706,基隆(T06),10017,基隆,0,116,11,1.8244,0.5658,基隆,48,宜蘭,17,臺北,15
2015H1,6400032,高雄(T32),64000,高雄,0,34,9,1.9097,0.4118,高雄,9,新竹縣,7,苗栗,6
2015H1,902004,902004(T4),90200,90200,0,31,12,2.3457,0.2661,桃園,7,新竹縣,3,臺中,3
2015H1,1000203,宜蘭(T03),10002,宜蘭,0,149,12,0.8272,0.8082,宜蘭,123,花蓮,7,桃園,6
2015H1,6800010,桃園(T10),68000,桃園,0,1444,20,1.2427,0.8305,桃園,1026,新竹縣,151,花蓮,44
2015H1,6600017,臺中(T17),66000,臺中,0,358,17,1.5097,0.769,臺中,216,苗栗,39,南投,38
2015H1,6400012,高雄(T12),64000,高雄,0,137,15,2.079,0.5849,高雄,50,桃園,22,新竹縣,12
2015H1,1001705,基隆(T05),10017,基隆,0,107,12,1.8122,0.574,基隆,51,宜蘭,15,新北,7
2015H1,6300002,臺北(T02),63000,臺北,0,173,15,2.0629,0.5927,臺北,63,新北,21,宜蘭,21
2015H1,1001803,新竹市(T03),10018,新竹市,0,198,13,1.8178,0.6441,新竹市,74,新竹縣,48,桃園,25
2015H1,6400019,高雄(T19),64000,高雄,0,88,12,1.785,0.5985,高雄,41,桃園,11,花蓮,11
2015H1,6800011,桃園(T11),68000,桃園,0,53,8,1.1108,0.6816,桃園,36,新竹縣,9,新竹市,2
2015H1,6700031,臺南(T31),67000,臺南,0,117,14,1.9156,0.6062,臺南,52,桃園,16,南投,14
2015H1,6700033,臺南(T33),67000,臺南,0,47,11,2.0206,0.4603,臺南,16,宜蘭,7,花蓮,7
2015H1,6400008,高雄(T08),64000,高雄,0,31,11,1.9559,0.4516,高雄,13,南投,4,花蓮,2
2015H1,1000409,新竹縣(T09),10004,新竹縣,0,34,5,0.8821,0.6118,新竹縣,25,桃園,5,南投,2
2015H1,1000501,苗栗(T01),10005,苗栗,0,423,12,0.9433,0.8016,苗栗,332,新竹縣,27,臺中,20
2015H1,6700032,臺南(T32),67000,臺南,0,74,15,2.0855,0.5568,臺南,30,臺中,9,苗栗,6
2015H1,6400004,高雄(T04),64000,高雄,0,171,14,1.9219,0.6086,高雄,74,桃園,18,花蓮,18
2015H1,6800005,桃園(T05),68000,桃園,0,392,15,1.7446,0.6789,桃園,204,花蓮,45,宜蘭,31
2015H1,6500014,新北(T14),65000,新北,0,180,12,1.9694,0.5454,新北,63,臺北,34,宜蘭,23
2015H1,1000812,信義鄉,10008,南投,1,123,11,1.5557,0.643,南投,69,臺中,12,桃園,12
2015H1,6800006,桃園(T06),68000,桃園,0,194,13,1.6623,0.6646,桃園,103,新竹縣,30,宜蘭,13
2015H1,1000813,仁愛鄉,10008,南投,1,3817,20,0.6169,0.9047,南投,3349,臺中,224,桃園,43
2015H1,1001601,澎湖(T01),10016,澎湖,0,35,11,2.2702,0.2753,宜蘭,6,新竹縣,6,澎湖,5
2015H1,1000201,宜蘭(T01),10002,宜蘭,0,733,14,0.8183,0.8379,宜蘭,608,桃園,30,新北,24
2015H1,6600001,臺中(T01),66000,臺中,0,38,9,1.5427,0.5789,臺中,20,南投,7,新北,3
2015H1,6600008,臺中(T08),66000,臺中,0,739,17,1.313,0.8043,臺中,477,南投,129,桃園,24
2015H1,6600004,臺中(T04),66000,臺中,0,118,13,1.9042,0.5958,臺中,50,南投,17,苗栗,14
2015H1,6600010,臺中(T10),66000,臺中,0,422,15,1.134,0.8101,臺中,306,苗栗,42,南投,26
2015H1,1000207,宜蘭(T07),10002,宜蘭,0,195,8,0.5753,0.7853,宜蘭,172,花蓮,6,桃園,4
2015H1,1001509,花蓮(T09),10015,花蓮,0,88,10,0.9934,0.7409,花蓮,68,桃園,5,臺北,4
2015H1,1002001,嘉義市(T01),10020,嘉義市,0,36,13,2.017,0.5085,嘉義市,15,臺北,4,新竹縣,4
2015H1,6500001,新北(T01),65000,新北,0,439,16,2.1005,0.6132,新北,144,宜蘭,61,臺北,57
2015H1,1001702,基隆(T02),10017,基隆,0,91,13,2.2376,0.4396,基隆,21,新北,13,桃園,11
2015H1,6500004,新北(T04),65000,新北,0,184,14,2.0888,0.5637,新北,55,臺北,29,宜蘭,29
2015H1,6800012,桃園(T12),68000,桃園,0,290,11,1.3698,0.7122,桃園,173,新竹縣,51,花蓮,24
2015H1,1000913,雲林(T13),10009,雲林,0,37,10,2.1211,0.3324,桃園,8,南投,7,花蓮,5
2015H1,6300004,臺北(T04),63000,臺北,0,263,16,2.1447,0.5896,臺北,75,宜蘭,59,臺中,21
2015H1,6800004,桃園(T04),68000,桃園,0,703,18,1.6013,0.7717,桃園,393,新竹縣,102,宜蘭,58
2015H1,1000512,苗栗(T12),10005,苗栗,0,33,5,0.9331,0.5818,苗栗,24,新竹縣,4,臺中,2
2015H1,6400002,高雄(T02),64000,高雄,0,56,11,1.8283,0.5097,高雄,27,宜蘭,5,臺北,4
2015H1,6500015,新北(T15),65000,新北,0,170,12,1.8981,0.5735,新北,63,臺北,25,桃園,23
2015H1,1000901,雲林(T01),10009,雲林,0,35,12,2.1032,0.4548,雲林,9,臺中,9,臺北,3
2015H1,6500005,新北(T05),65000,新北,0,393,17,2.1936,0.5996,新北,122,臺北,57,新竹縣,42
2015H1,6800009,桃園(T09),68000,桃園,0,1127,18,1.3289,0.8197,桃園,716,新竹縣,197,花蓮,50
2015H1,6500006,新北(T06),65000,新北,0,544,15,1.9766,0.6365,新北,177,宜蘭,102,臺北,85
2015H1,1000502,苗栗(T02),10005,苗栗,0,31,7,1.6628,0.4055,苗栗,11,臺中,7,南投,6
2015H1,6600018,臺中(T18),66000,臺中,0,160,16,1.8125,0.6719,臺中,83,南投,15,苗栗,15
2015H1,1000811,南投(T11),10008,南投,0,32,6,1.0047,0.625,南投,22,臺中,6,新北,1
2015H1,6600003,臺中(T03),66000,臺中,0,133,12,1.6454,0.6585,臺中,57,南投,39,苗栗,9
2015H1,6400014,高雄(T14),64000,高雄,0,57,12,2.0071,0.4927,高雄,23,新竹縣,6,花蓮,6
2015H1,1000509,苗栗(T09),10005,苗栗,0,95,11,1.4486,0.6431,苗栗,60,臺中,7,新竹縣,7
2015H1,1001506,花蓮(T06),10015,花蓮,0,128,9,1.0568,0.7309,花蓮,92,宜蘭,12,桃園,11
2015H1,1001301,屏東(T01),10013,屏東,0,100,17,2.2594,0.5647,屏東,30,桃園,18,南投,10
2015H1,6300001,臺北(T01),63000,臺北,0,147,13,1.9334,0.5808,臺北,60,宜蘭,26,桃園,13
2015H1,1000803,南投(T03),10008,南投,0,114,15,1.5355,0.724,南投,64,臺中,24,花蓮,5
2015H1,1001404,臺東(T04),10014,臺東,0,55,12,2.0913,0.4803,臺東,17,花蓮,9,新竹縣,7
2015H1,6600014,臺中(T14),66000,臺中,0,78,11,1.8567,0.5548,臺中,30,花蓮,13,南投,10
2015H1,6500003,新北(T03),65000,新北,0,427,17,2.159,0.6133,新北,107,臺北,73,宜蘭,63
2015H1,1001511,秀林鄉,10015,花蓮,1,424,14,1.3038,0.7685,花蓮,281,宜蘭,56,桃園,23
2015H1,1000510,苗栗(T10),10005,苗栗,0,72,8,1.3569,0.6181,苗栗,42,新竹縣,11,臺中,8
2015H1,6500016,新北(T16),65000,新北,0,125,15,2.1879,0.5397,新北,33,桃園,30,花蓮,11
2015H1,1000508,苗栗(T08),10005,苗栗,0,144,9,0.9976,0.7299,苗栗,109,臺中,11,桃園,7
2015H1,6400011,高雄(T11),64000,高雄,0,105,13,2.1524,0.4938,高雄,26,桃園,20,南投,18
2015H1,1001707,基隆(T07),10017,基隆,0,87,12,1.7236,0.6274,基隆,42,宜蘭,15,桃園,8
2015H1,6600002,臺中(T02),66000,臺中,0,140,13,1.5867,0.6934,臺中,76,南投,24,苗栗,10
2015H1,6500021,新北(T21),65000,新北,0,32,9,1.8374,0.4583,新北,11,宜蘭,6,桃園,5
2015H1,1001502,花蓮(T02),10015,花蓮,0,72,12,1.3097,0.6852,花蓮,50,桃園,4,宜蘭,4
2015H1,6500009,新北(T09),65000,新北,0,281,13,1.978,0.5738,新北,94,桃園,57,宜蘭,31
2015H1,6300005,臺北(T05),63000,臺北,0,104,11,1.9173,0.5122,臺北,41,新竹縣,15,宜蘭,11
2015H1,6400003,高雄(T03),64000,高雄,0,156,16,2.1856,0.5697,高雄,53,桃園,19,宜蘭,18
2015H1,6600019,臺中(T19),66000,臺中,0,100,10,1.4347,0.664,臺中,58,花蓮,14,南投,10
2015H1,1000202,宜蘭(T02),10002,宜蘭,0,821,17,0.8247,0.8604,宜蘭,684,新北,27,花蓮,23
2015H1,6500023,新北(T23),65000,新北,0,74,12,2.2674,0.3491,桃園,11,新北,11,臺北,11
2015H1,6500010,新北(T10),65000,新北,0,207,15,2.192,0.5385,新北,44,臺北,43,宜蘭,24
2015H1,1000405,新竹縣(T05),10004,新竹縣,0,378,14,1.4402,0.7547,新竹縣,221,桃園,50,新竹市,49
2015H1,6400005,高雄(T05),64000,高雄,0,95,12,2.0211,0.5061,高雄,34,桃園,15,宜蘭,12
2015H1,1000402,新竹縣(T02),10004,新竹縣,0,3031,19,1.2032,0.8475,新竹縣,2054,新竹市,465,桃園,203
2015H1,6300011,臺北(T11),63000,臺北,0,223,14,2.0206,0.5666,臺北,90,新竹縣,23,新北,20
2015H1,1000407,新竹縣(T07),10004,新竹縣,0,119,10,1.289,0.7,新竹縣,73,新竹市,23,桃園,9
2015H1,1000511,苗栗(T11),10005,苗栗,0,547,13,0.9415,0.812,苗栗,432,新竹縣,38,桃園,21
2015H1,1001401,臺東(T01),10014,臺東,0,215,12,1.8074,0.5709,臺東,105,宜蘭,19,花蓮,19
2015H1,1000408,新竹縣(T08),10004,新竹縣,0,189,10,1.1015,0.7571,新竹縣,129,桃園,28,新竹市,17
2015H1,6300006,臺北(T06),63000,臺北,0,144,13,2.0065,0.5556,臺北,54,宜蘭,19,新竹縣,18
2015H1,6500011,新北(T11),65000,新北,0,247,11,2.0474,0.4615,臺北,68,新北,49,宜蘭,38
2015H1,6300003,臺北(T03),63000,臺北,0,226,15,2.0673,0.5811,臺北,86,宜蘭,26,桃園,22
2015H1,1001513,卓溪鄉,10015,花蓮,1,171,8,0.8497,0.7332,花蓮,137,桃園,9,新北,8
2015H1,1001505,花蓮(T05),10015,花蓮,0,530,16,1.2311,0.7936,花蓮,380,宜蘭,37,桃園,27
2015H1,1001802,新竹市(T02),10018,新竹市,0,438,14,1.7354,0.68,新竹縣,152,新竹市,150,桃園,41
2015H1,6700035,臺南(T35),67000,臺南,0,53,9,1.8684,0.4109,臺南,21,宜蘭,7,臺中,5
2015H1,6300007,臺北(T07),63000,臺北,0,195,14,2.1589,0.5256,臺北,58,新北,28,桃園,27
2015H1,1001501,花蓮(T01),10015,花蓮,0,546,16,1.2634,0.804,花蓮,370,宜蘭,73,桃園,28
2015H1,6600007,臺中(T07),66000,臺中,0,181,16,1.8124,0.6675,臺中,93,南投,26,苗栗,12
2015H1,1000211,南澳鄉,10002,宜蘭,1,4565,18,0.5826,0.8963,宜蘭,4073,桃園,138,新北,77
2015H1,6500008,新北(T08),65000,新北,0,251,14,1.942,0.6229,桃園,84,新北,63,花蓮,28
2015H1,1000710,彰化(T10),10007,彰化,0,42,10,1.855,0.481,彰化,18,臺中,6,南投,4
2015H1,1000505,苗栗(T05),10005,苗栗,0,310,14,1.5903,0.7028,苗栗,178,新竹縣,34,新竹市,28
2015H1,1000804,南投(T04),10008,南投,0,46,9,1.6588,0.5459,南投,20,臺中,11,臺北,4
2015H1,6600009,臺中(T09),66000,臺中,0,423,19,1.3338,0.8132,臺中,287,苗栗,41,南投,27
2015H1,6600016,臺中(T16),66000,臺中,0,81,10,1.5949,0.6086,臺中,42,南投,12,苗栗,8
2015H1,1000903,雲林(T03),10009,雲林,0,34,9,1.8077,0.4575,雲林,12,花蓮,9,高雄,3
2015H1,1000206,宜蘭(T06),10002,宜蘭,0,60,8,1.0954,0.6708,宜蘭,43,花蓮,6,新北,3
2015H1,1000410,新竹縣(T10),10004,新竹縣,0,49,10,1.7982,0.5204,新竹縣,20,新竹市,11,臺中,4
2015H1,6400017,高雄(T17),64000,高雄,0,32,12,2.1922,0.3958,高雄,9,花蓮,6,宜蘭,3
2015H1,6800007,桃園(T07),68000,桃園,0,531,16,1.7603,0.7019,桃園,270,宜蘭,53,新北,52
2015H1,1001701,基隆(T01),10017,基隆,0,122,10,1.589,0.6,基隆,65,宜蘭,19,桃園,9
2015H2,6300009,臺北(T09),63000,臺北,0,157,13,1.9325,0.584,臺北,65,宜蘭,23,花蓮,18
2015H2,6600020,臺中(T20),66000,臺中,0,32,5,0.8656,0.6125,臺中,24,南投,4,花蓮,2
2015H2,1000412,尖石鄉,10004,新竹縣,1,7660,19,0.9579,0.8804,新竹縣,5712,新竹市,787,桃園,758
2015H2,1000506,苗栗(T06),10005,苗栗,0,62,11,1.6487,0.6158,苗栗,32,新竹縣,9,桃園,7
2015H2,1000406,新竹縣(T06),10004,新竹縣,0,189,13,1.6926,0.6479,新竹縣,101,新竹市,22,桃園,18
2015H2,1000401,新竹縣(T01),10004,新竹縣,0,263,13,1.6324,0.692,新竹縣,127,新竹市,56,桃園,31
2015H2,6300012,臺北(T12),63000,臺北,0,226,14,2.0681,0.5569,臺北,84,新北,28,新竹縣,24
2015H2,1001801,新竹市(T01),10018,新竹市,0,474,16,1.6913,0.7239,新竹市,186,新竹縣,159,桃園,29
2015H2,1000403,新竹縣(T03),10004,新竹縣,0,76,7,1.3681,0.5677,新竹縣,39,桃園,15,新竹市,13
2015H2,1000513,苗栗(T13),10005,苗栗,0,37,8,1.5702,0.5304,苗栗,18,新竹縣,6,臺中,5
2015H2,6500002,新北(T02),65000,新北,0,262,15,2.0498,0.6081,新北,75,臺北,53,桃園,33
2015H2,6600027,臺中(T27),66000,臺中,0,353,16,1.6603,0.7318,臺中,185,南投,64,苗栗,24
2015H2,6600023,臺中(T23),66000,臺中,0,55,9,1.5174,0.5939,臺中,30,新竹縣,8,南投,5
2015H2,1000809,南投(T09),10008,南投,0,31,3,0.4571,0.5591,南投,27,臺中,3,花蓮,1
2015H2,6800013,復興區,68000,桃園,0,7277,20,0.5652,0.9098,桃園,6506,新竹縣,268,新北,138
2015H2,6600012,臺中(T12),66000,臺中,0,33,9,1.9128,0.4108,臺中,9,南投,7,宜蘭,5
2015H2,6800003,桃園(T03),68000,桃園,0,2970,19,0.759,0.8836,桃園,2524,新竹縣,121,新北,87
2015H2,1000209,宜蘭(T09),10002,宜蘭,0,198,12,1.1408,0.7475,宜蘭,146,花蓮,12,臺北,9
2015H2,6500007,新北(T07),65000,新北,0,258,13,1.9221,0.582,新北,110,桃園,31,花蓮,25
2015H2,6500017,新北(T17),65000,新北,0,133,12,2.1225,0.4655,桃園,35,新北,21,宜蘭,19
2015H2,6500013,新北(T13),65000,新北,0,297,14,1.8609,0.6332,新北,125,桃園,35,新竹縣,30
2015H2,6600029,和平區,66000,臺中,1,3651,19,0.7235,0.8875,臺中,3134,南投,109,苗栗,107
2015H2,6400038,茂林區,64000,高雄,0,34,8,1.7656,0.4265,高雄,13,南投,6,臺中,4
2015H2,1000212,大同鄉,10002,宜蘭,1,4922,18,0.6434,0.8961,宜蘭,4286,花蓮,248,桃園,87
2015H2,1000413,五峰鄉,10004,新竹縣,1,3295,20,0.7469,0.9011,新竹縣,2749,新竹市,253,桃園,119
2015H2,1001704,基隆(T04),10017,基隆,0,43,10,1.7113,0.5558,基隆,20,宜蘭,6,新竹縣,5
2015H2,902003,902003(T3),90200,90200,0,40,12,2.2769,0.3583,臺中,8,桃園,6,金門,5
2015H2,1000507,苗栗(T07),10005,苗栗,0,74,8,1.2525,0.6554,臺中,39,苗栗,23,新竹縣,5
2015H2,1001512,萬榮鄉,10015,花蓮,1,198,12,1.1448,0.7525,花蓮,145,桃園,13,宜蘭,9
2015H2,6600024,臺中(T24),66000,臺中,0,116,13,1.7217,0.6379,臺中,61,南投,14,新竹縣,8
2015H2,1001507,花蓮(T07),10015,花蓮,0,56,10,1.6784,0.5429,花蓮,29,宜蘭,6,臺中,5
