source_code,source_name,target_code,target_name,similarity,source_pop,target_pop,source_is_mountain,target_is_mountain
6600018,大雅,6600028,大里,0.7763,120,161,0,0
6600018,大雅,6600029,和平,0.8197,120,803,0,1
6600019,新社,6600020,石岡,0.8270,64,41,0,0
6600019,新社,6600023,烏日,0.7371,64,70,0,0
6600019,新社,6600024,大肚,0.8068,64,88,0,0
6600019,新社,6600026,霧峰,0.7552,64,48,0,0
6600019,新社,6600027,太平,0.6836,64,256,0,0
6600019,新社,6600029,和平,0.8061,64,803,0,1
6600020,石岡,6600023,烏日,0.7094,41,70,0,0
6600020,石岡,6600024,大肚,0.7616,41,88,0,0
6600020,石岡,6600025,龍井,0.6782,41,83,0,0
6600020,石岡,6600026,霧峰,0.7368,41,48,0,0
6600020,石岡,6600029,和平,0.7761,41,803,0,1
6600023,烏日,6600024,大肚,0.8701,70,88,0,0
6600023,烏日,6600025,龍井,0.6864,70,83,0,0
6600023,烏日,6600026,霧峰,0.7744,70,48,0,0
6600023,烏日,6600027,太平,0.7872,70,256,0,0
6600023,烏日,6600028,大里,0.7901,70,161,0,0
6600023,烏日,6600029,和平,0.7403,70,803,0,1
6600024,大肚,6600025,龍井,0.6824,88,83,0,0
6600024,大肚,6600026,霧峰,0.8371,88,48,0,0
6600024,大肚,6600027,太平,0.7717,88,256,0,0
6600024,大肚,6600028,大里,0.7449,88,161,0,0
6600024,大肚,6600029,和平,0.8130,88,803,0,1
6600025,龍井,6600026,霧峰,0.7342,83,48,0,0
6600025,龍井,6600027,太平,0.7505,83,256,0,0
6600025,龍井,6600028,大里,0.7450,83,161,0,0
6600026,霧峰,6600027,太平,0.8216,48,256,0,0
6600026,霧峰,6600028,大里,0.8166,48,161,0,0
6600026,霧峰,6600029,和平,0.8218,48,803,0,1
6600027,太平,6600028,大里,0.8836,256,161,0,0
6600027,太平,6600029,和平,0.7605,256,803,0,1
6600028,大里,6600029,和平,0.7174,161,803,0,1
6800001,桃園,6800002,中壢,0.9231,609,749,0,0
6800001,桃園,6800003,大溪,0.8077,609,579,0,0
6800001,桃園,6800004,楊梅,0.8980,609,454,0,0
6800001,桃園,6800005,蘆竹,0.8728,609,260,0,0
6800001,桃園,6800006,大園,0.8891,609,161,0,0
6800001,桃園,6800007,龜山,0.8831,609,330,0,0
6800001,桃園,6800008,八德,0.8916,609,528,0,0
6800001,桃園,6800009,龍潭,0.8298,609,524,0,0
6800001,桃園,6800010,平鎮,0.8314,609,559,0,0
6800001,桃園,6800011,新屋,0.7023,609,65,0,0
6800001,桃園,6800012,觀音,0.8161,609,203,0,0
6800001,桃園,6800013,復興,0.8126,609,1026,0,1
6800001,桃園,902004,902004,0.6952,609,40,0,0
6800002,中壢,6800003,大溪,0.8293,749,579,0,0
6800002,中壢,6800004,楊梅,0.8875,749,454,0,0
6800002,中壢,6800005,蘆竹,0.8391,749,260,0,0
6800002,中壢,6800006,大園,0.8959,749,161,0,0
6800002,中壢,6800007,龜山,0.8492,749,330,0,0
6800002,中壢,6800008,八德,0.9083,749,528,0,0
6800002,中壢,6800009,龍潭,0.8371,749,524,0,0
6800002,中壢,6800010,平鎮,0.8466,749,559,0,0
6800002,中壢,6800011,新屋,0.6852,749,65,0,0
6800002,中壢,6800012,觀音,0.8309,749,203,0,0
6800002,中壢,6800013,復興,0.8111,749,1026,0,1
6800002,中壢,902004,902004,0.6773,749,40,0,0
6800003,大溪,6800004,楊梅,0.8056,579,454,0,0
6800003,大溪,6800005,蘆竹,0.7186,579,260,0,0
6800003,大溪,6800006,大園,0.8013,579,161,0,0
6800003,大溪,6800007,龜山,0.7394,579,330,0,0
6800003,大溪,6800008,八德,0.8892,579,528,0,0
6800003,大溪,6800009,龍潭,0.8037,579,524,0,0
6800003,大溪,6800010,平鎮,0.8647,579,559,0,0
6800003,大溪,6800011,新屋,0.8027,579,65,0,0
6800003,大溪,6800012,觀音,0.7643,579,203,0,0
6800003,大溪,6800013,復興,0.9312,579,1026,0,1
6800004,楊梅,6800005,蘆竹,0.8043,454,260,0,0
6800004,楊梅,6800006,大園,0.9006,454,161,0,0
6800004,楊梅,6800007,龜山,0.8312,454,330,0,0
6800004,楊梅,6800008,八德,0.8882,454,528,0,0
6800004,楊梅,6800009,龍潭,0.8568,454,524,0,0
6800004,楊梅,6800010,平鎮,0.8488,454,559,0,0
6800004,楊梅,6800011,新屋,0.7289,454,65,0,0
6800004,楊梅,6800012,觀音,0.8386,454,203,0,0
6800004,楊梅,6800013,復興,0.7756,454,1026,0,1
6800004,楊梅,902004,902004,0.6660,454,40,0,0
6800005,蘆竹,6800006,大園,0.7987,260,161,0,0
6800005,蘆竹,6800007,龜山,0.8483,260,330,0,0
6800005,蘆竹,6800008,八德,0.7808,260,528,0,0
6800005,蘆竹,6800009,龍潭,0.7395,260,524,0,0
6800005,蘆竹,6800010,平鎮,0.7537,260,559,0,0
6800005,蘆竹,6800012,觀音,0.7553,260,203,0,0
6800005,蘆竹,6800013,復興,0.7167,260,1026,0,1
6800005,蘆竹,902004,902004,0.6731,260,40,0,0
6800006,大園,6800007,龜山,0.8499,161,330,0,0
6800006,大園,6800008,八德,0.8854,161,528,0,0
6800006,大園,6800009,龍潭,0.8568,161,524,0,0
6800006,大園,6800010,平鎮,0.8606,161,559,0,0
6800006,大園,6800011,新屋,0.7315,161,65,0,0
6800006,大園,6800012,觀音,0.8571,161,203,0,0
6800006,大園,6800013,復興,0.7866,161,1026,0,1
6800006,大園,902004,902004,0.7048,161,40,0,0
6800007,龜山,6800008,八德,0.8045,330,528,0,0
6800007,龜山,6800009,龍潭,0.7497,330,524,0,0
6800007,龜山,6800010,平鎮,0.7633,330,559,0,0
6800007,龜山,6800012,觀音,0.7535,330,203,0,0
6800007,龜山,6800013,復興,0.7412,330,1026,0,1
6800007,龜山,902004,902004,0.6985,330,40,0,0
6800008,八德,6800009,龍潭,0.8621,528,524,0,0
6800008,八德,6800010,平鎮,0.9010,528,559,0,0
6800008,八德,6800011,新屋,0.7533,528,65,0,0
6800008,八德,6800012,觀音,0.8335,528,203,0,0
6800008,八德,6800013,復興,0.8625,528,1026,0,1
6800008,八德,902004,902004,0.6617,528,40,0,0
6800009,龍潭,6800010,平鎮,0.8809,524,559,0,0
6800009,龍潭,6800011,新屋,0.8061,524,65,0,0
6800009,龍潭,6800012,觀音,0.8641,524,203,0,0
6800009,龍潭,6800013,復興,0.8025,524,1026,0,1
6800010,平鎮,6800011,新屋,0.8061,559,65,0,0
6800010,平鎮,6800012,觀音,0.8374,559,203,0,0
6800010,平鎮,6800013,復興,0.8556,559,1026,0,1
6800011,新屋,6800012,觀音,0.7233,65,203,0,0
6800011,新屋,6800013,復興,0.7938,65,1026,0,1
6800012,觀音,6800013,復興,0.7304,203,1026,0,1
